"Id_anonymisé";"Sexe";"Date_naissance";"Congé maternité A-1";"Contrat";"Durée hebdo";"Salaire base mensuel";"%variable_moyen";"Augmentation";"Promotion";"Ancienneté_an";"Service";"Work_accident";"Niveau de satisfaction";"Date_fin_periode";"Tanche_Age";"Tranche_Ancienneté";"Type_Durée_Hebdo";"Taux_Activité_%";"Salaire_variable_mensuel_moy";"Salaire_Total_Mensuel";"Salaire_Total_Annuel";"Salaire_Total_Annuel_ETP";"Tranche_Salaire_Total_Annuel_ETP"
"574974051db20b43112d93620125c9cbb897ad99";"H";"f5587e1e0f190f73f4153b7ec559c41612c840c6";0;"CDI";35;9635,3833;19;1;0;"417d179a4f3241a4606707a9e09e76d7e1110ac3";"RH";1;32;"2024-12-31";"40-49";"05-09";"Tps Complet";100;1830,7228269999998;11466,106127;137593,273524;137593,273524;"120KE-140KE"
"6d5bd6bc2e8b7a12f943e06376ece42c51ec39f6";"H";"80d2b392bc87ae9db825293b7c2dcd7475df7f39";0;"CDI";35;9573,2;5;1;0;"4a68bf238bc0f5c253db5c3e544b53f300b954a5";"Informatique";0;77;"2024-12-31";"40-49";"05-09";"Tps Complet";100;478,6600000000001;10051,86;120622,32;120622,32;"120KE-140KE"
"3a20c66c2a7953c0dfc19715b1c48a75eb999edd";"H";"be639326a2566584a4fe10d144072b651c3f0600";0;"CDI";35;9573,2;7;0;0;"b74a2fcfb32d39efd63d022a2ffe2eb08901bbba";"Commercial";1;48;"2024-12-31";"40-49";"15-19";"Tps Complet";100;670,1240000000001;10243,324;122919,888;122919,888;"120KE-140KE"
"8ec10de157485d1501ad86ce37da081a18846111";"F";"03ea98e00c5839ea697e1f9ad063bedad35c046c";0;"CDI";35;9555;20;1;0;"79d2c40ed03fcf84910a5a9d26bf752a8684f7be";"Commercial";0;15;"2024-12-31";"30-39";"10-14";"Tps Complet";100;1911;11466;137592;137592;"120KE-140KE"
"0c4d2f167f5f2633546087388fc819bb7fe57861";"F";"629c43b858ec4afc2432c24eec6894fde47ffd03";0;"CDI";35;9497,3667;17;1;0;"ce12d708cfaad579c666e6de351bfbcff5c1e9a3";"Commercial";0;81;"2024-12-31";"40-49";"10-14";"Tps Complet";100;1614,5523390000003;11111,919039;133343,028468;133343,028468;"120KE-140KE"
"94c1402d9e58586a2f30c342f65fdc972c0d0461";"H";"b296296aef1bdc53a99eb22b829b9f6b26dde487";0;"CDI";35;9488,2667;38;1;1;"982b37978de445a43803deafb09df7076adbabc4";"Commercial";0;52;"2024-12-31";"50 et+";"10-14";"Tps Complet";100;3605,541346;13093,808046;157125,696552;157125,696552;"140KE-160KE"
"c25d4ffb426af6101f98ffefa3ba0cbb98c925c6";"H";"d572a09a13966a2d90f94e15435db8ba0fc00fed";0;"CDI";35;9447,3167;0;1;0;"813eb0113a2a5b9f5219e1d0563a0b2af5fed4d6";"Consultant";0;1;"2024-12-31";"40-49";"20-25";"Tps Complet";100;0;9447,3167;113367,8004;113367,8004;"100KE-120KE"
"b80f7fff806760b24476555f9626a9606cb07fad";"F";"3f9931ac09f81929c9bc22f869d22d7868585db1";0;"CDI";35;9426,0833;24;1;0;"267b48a13d3b17daf5ce1f149fd9976e06879047";"Consultant";0;9;"2024-12-31";"50 et+";"20-25";"Tps Complet";100;2262,259992;11688,343292;140260,119504;140260,119504;"140KE-160KE"
"5e9e8b08f5cede790de20320f902d7b3e526bd70";"H";"0f6a8132234012f6902041ba266057f7f237e037";0;"CDI";35;9400,3;3;1;0;"8c7dc90dfc3552a86e9ddbad18b2931a0cfae131";"Consultant";0;25;"2024-12-31";"50 et+";"20-25";"Tps Complet";100;282,00899999999996;9682,309;116187,70799999998;116187,70799999998;"100KE-120KE"
"2bb44a3028ba9301cae0558d516c87f49ef22e99";"F";"8717ef6df500e7bb23b36dde64fd1d6160bf233b";0;"CDI";35;9366,9333;8;1;1;"d28690954e2e5987f92bd27e0f4409ee779a4943";"Informatique";0;74;"2024-12-31";"40-49";"05-09";"Tps Complet";100;749,3546640000001;10116,287964000001;121395,455568;121395,455568;"120KE-140KE"
"7c9bb72d1993e419f4efb2f9d22e715efe1bf125";"F";"81e3c647bd1c0edb7d69621daa7aed920de08627";0;"CDI";35;9256,2167;1;1;0;"f40141584308035bb03b454584dbe23925c8bab3";"Compta Finances";0;84;"2024-12-31";"50 et+";"05-09";"Tps Complet";100;92,56216700000002;9348,778867;112185,34640400001;112185,34640400001;"100KE-120KE"
"22525f9eadb11e228a4a172e4f82e4450652beeb";"F";"ebe4b5b1338ed076f1bd9313c93fea4652b189f7";0;"CDI";35;9218,3;4;0;0;"69784a709d4272732f8536b3e1935b1a12f86d07";"Marketing";0;69;"2024-12-31";"40-49";"05-09";"Tps Complet";100;368,73199999999997;9587,032;115044,38399999999;115044,38399999999;"100KE-120KE"
"d28ee0411805eff94f0d5fb50e3209126fbd8b9e";"F";"f8279a933c45df1a9a3d6f07617cb3bcfd002101";0;"CDI";35;9162,1833;17;1;0;"d28690954e2e5987f92bd27e0f4409ee779a4943";"Consultant";0;7;"2024-12-31";"50 et+";"05-09";"Tps Complet";100;1557,5711610000003;10719,754461;128637,053532;128637,053532;"120KE-140KE"
"d02766edb335cf357fb62960bc44fb8aade72328";"H";"14a7fb76411b056fcf20301ae1338168c249e95c";0;"CDI";35;9096,9667;21;0;0;"77526ddfb1469f41739fcab554059141c36d9329";"Informatique";1;8;"2024-12-31";"50 et+";"05-09";"Tps Complet";100;1910,3630070000002;11007,329707;132087,95648400002;132087,95648400002;"120KE-140KE"
"25c8f15252a64b4b44cc44be39fb24495eb71a84";"H";"66c9b87c441cadb723aa334af51341d93a8de2f2";0;"CDI";35;9069,6667;1;0;0;"c7db3ca8db575da470e081538021c114ad60a843";"Commercial";0;11;"2024-12-31";"40-49";"15-19";"Tps Complet";100;90,696667;9160,363367;109924,360404;109924,360404;"100KE-120KE"
"c0106c3f33e4a0ddaa6eff5e772461d1cb5713f8";"H";"46d33c9d3568a68dadb73f5eebd255d83b0fd887";0;"CDI";35;9039,3333;20;1;1;"d343c69967f4ab0a58418b4f52fe9d4c4e39841f";"RH";0;1;"2024-12-31";"-de 30";"10-14";"Tps Complet";100;1807,8666600000001;10847,19996;130166,39952;130166,39952;"120KE-140KE"
"61e7af940bbe51d31ad0df8069a1b909eab09e5e";"F";"05c4364136f3daa63dea0e8812de3a69c72a36de";0;"CDI";32;8860,8;19;1;0;"d8c3854ca34a77499c02ddb33eac42b322bb70cb";"RH";0;59;"2024-12-31";"40-49";"10-14";"Tps Partiel";91;1683,552;10544,351999999999;126532,22399999999;138394,62;"120KE-140KE"
"afcd07b9ca6c9d86e17b867b5630fc69a78e1222";"F";"8f1629b28a869422fe7547723c50bc813f593b26";0;"CDI";35;8828,5167;17;0;1;"634805449eba3016dcc66622332c168ff4aff632";"Commercial";1;84;"2024-12-31";"30-39";"10-14";"Tps Complet";100;1500,847839;10329,364539;123952,374468;123952,374468;"120KE-140KE"
"902cccf60a5b63f26a91a10df241a003940ed0c0";"F";"1fb78c114717d6525e5159ae249a0a87a165d2fb";0;"CDI";35;8746,6167;19;0;1;"4380b93c5f9e9e252ac9ac548449d65f955603c4";"RH";0;62;"2024-12-31";"30-39";"05-09";"Tps Complet";100;1661,857173;10408,473873;124901,686476;124901,686476;"120KE-140KE"
"d91e2b86c03f91de64f56a698a5d358f4e7bad71";"H";"d848bd68c6b254e10f7dce3ce3bc99d04acfdbb6";0;"CDI";35;8716,2833;20;0;0;"a626a25b7b500f9214acf310b1376506a11f0de8";"Informatique";0;93;"2024-12-31";"30-39";"05-09";"Tps Complet";100;1743,25666;10459,539959999998;125514,47951999998;125514,47951999998;"120KE-140KE"
"1f8b49c8af35e40545f65c10656e568f3439c23b";"H";"09f41e9135e73a5f4dbfb9ffff3769771272e7dd";0;"CDI";35;8714,7667;37;1;0;"7aeac7cadded0458cdb30d967c7417ee46c505cd";"Commercial";0;80;"2024-12-31";"50 et+";"15-19";"Tps Complet";100;3224,463679;11939,230379;143270,764548;143270,764548;"140KE-160KE"
"ecf1d258f0c1ec66e91eb590ad8a2a1937996599";"H";"5bd5ea781a6bb4dd092461e3e528531a3771996a";0;"CDI";35;8696,5667;34;1;0;"1ab498582a5ef01af861efed03deeefea5024d50";"Marketing";0;89;"2024-12-31";"50 et+";"10-14";"Tps Complet";100;2956,832678;11653,399378;139840,792536;139840,792536;"120KE-140KE"
"cfc5ca0f6f66bdd6bac6b09fee942ed0cc71ce5a";"H";"cbbc7eeead1a4b43c9ebd3c9d02d0c2390cad350";0;"CDI";35;8696,5667;37;0;0;"66ccb38985dbc1aaf37a35297fd7b9b305e8f5f3";"Compta Finances";0;26;"2024-12-31";"50 et+";"05-09";"Tps Complet";100;3217,7296789999996;11914,296379;142971,556548;142971,556548;"140KE-160KE"
"fd297da3113f8640eae3feb2e26b0ae2cf024806";"F";"47c9f0929c945da801a82ba6bb3bff64ac41306e";0;"CDI";35;8655,6167;26;1;0;"32b065dc17d2f0bbc5103c5201366181254248b6";"Compta Finances";0;25;"2024-12-31";"40-49";"15-19";"Tps Complet";100;2250,4603420000003;10906,077042;130872,92450400001;130872,92450400001;"120KE-140KE"
"0ca0577179e46111e0a11680786b54d8930f7595";"F";"8823c612683949ce3b22b0313738b6bf184ee86e";0;"CDI";35;8629,8333;3;0;0;"48a80e4bf16e3c50eb6c4b344a1f0de6d4ea9f92";"Commercial";0;44;"2024-12-31";"40-49";"15-19";"Tps Complet";100;258,894999;8888,728299;106664,739588;106664,739588;"100KE-120KE"
"39b01ee730ea8f7d8b4e6790a3a0412d43a3ea50";"H";"2621cf10da2f0b2ed2d8d5c7537d267aeacc72c5";0;"CDI";35;8563,1;7;0;0;"d17a3b6342d69046ccc807a9ece21a00689553c0";"RH";0;87;"2024-12-31";"40-49";"20-25";"Tps Complet";100;599,417;9162,517;109950,204;109950,204;"100KE-120KE"
"ecd5dceeea7816400cf24476e99b6d7003ebe4eb";"H";"5028bf3af368103c1cc4d7dbe164766a545d8df1";0;"CDI";35;8458,45;1;0;0;"df7b599f0d9c7134988290d3d020f7c86664ae93";"Informatique";0;35;"2024-12-31";"30-39";"15-19";"Tps Complet";100;84,5845;8543,034500000002;102516,41400000002;102516,41400000002;"100KE-120KE"
"0f3f0eb1bcb0e342741139fa46d94048b47ff981";"H";"49343525ae28b2581b03b4f21c967ebfc8337a9f";0;"CDI";35;8428,1167;18;1;0;"b8fc90fd7ade4838fc2405e4321d6b394d59f336";"Commercial";1;44;"2024-12-31";"50 et+";"20-25";"Tps Complet";100;1517,0610060000001;9945,177706;119342,132472;119342,132472;"100KE-120KE"
"0be3a451adbcd4e70caf178250d9a5269363598e";"F";"822ce7225839bb03bbdf3da6cc0958c6c88a21b8";0;"CDI";35;8422,05;38;0;1;"1f5f346f0bc725c6d6e3d3ab75f3ed94fc25baff";"Compta Finances";0;96;"2024-12-31";"50 et+";"10-14";"Tps Complet";100;3200,379;11622,429;139469,148;139469,148;"120KE-140KE"
"dfe28fc9ea971342a1e973f38bb0bdc59ce611fd";"H";"ef4cd723ff78e55386f97d622d595c3530892e92";0;"CDI";35;8337,1167;16;0;1;"03c10c50990743199cc887aaacd3f88a0a0a026e";"Commercial";1;14;"2024-12-31";"30-39";"05-09";"Tps Complet";100;1333,938672;9671,055372;116052,664464;116052,664464;"100KE-120KE"
"2e03cfc012af6da9986b44bda16c892f85e2a81b";"F";"3756b537418a218de2bd68de4dd13f05939ac5c4";0;"CDI";35;8332,5667;12;0;0;"4380b93c5f9e9e252ac9ac548449d65f955603c4";"Compta Finances";0;42;"2024-12-31";"30-39";"05-09";"Tps Complet";100;999,9080039999999;9332,474704;111989,696448;111989,696448;"100KE-120KE"
"7d696df6c894924934d38b415f3bd3fdf0afe73b";"F";"6fbff8adced4deb0037b267bab440083c671c6dd";0;"CDI";35;8328,0167;14;1;0;"c371db1d0b9b28e14ec02e1c64c79e0a5f7c2a2d";"Compta Finances";0;60;"2024-12-31";"30-39";"10-14";"Tps Complet";100;1165,922338;9493,939038;113927,268456;113927,268456;"100KE-120KE"
"8fa3addea0f33da5a4dc8c59533d1a074d2e3b20";"H";"87fc2e2c3731de8c844348e73d4b3c4f4bcc406f";0;"CDI";35;8277,9667;10;0;0;"9f1c5ffd9e51da7ae2f58b43c818504dfc7fbd36";"RH";0;78;"2024-12-31";"30-39";"20-25";"Tps Complet";100;827,7966700000002;9105,76337;109269,16044;109269,16044;"100KE-120KE"
"417a7867061858404abb881a4e69201d355743cb";"F";"01599f72e26033b48ecc202d77f070dfe5c7af5d";0;"CDI";35;8218,8167;14;0;0;"00ef0c73804cd06b6be6413aa6595996453bfb56";"Compta Finances";0;32;"2024-12-31";"50 et+";"15-19";"Tps Complet";100;1150,634338;9369,451038;112433,41245599999;112433,41245599999;"100KE-120KE"
"bbb3039f6e948f30306123328bb214589c402bec";"F";"cd0e2889a9ff0d2c9034e12066c6e3dbec99978a";0;"CDI";35;8126,3;36;1;0;"d42103ce4698cef3845ddba1e681f8f2476d8a83";"Commercial";1;54;"2024-12-31";"40-49";"15-19";"Tps Complet";100;2925,468;11051,768;132621,21600000001;132621,21600000001;"120KE-140KE"
"180360b3dc38069307f801409fcafa234939ed3f";"F";"9bdd4b0f36b94367011270c2168ed09e9a6181a5";0;"CDI";35;8108,1;38;0;0;"1f5f346f0bc725c6d6e3d3ab75f3ed94fc25baff";"RH";0;69;"2024-12-31";"30-39";"10-14";"Tps Complet";100;3081,078;11189,178;134270,136;134270,136;"120KE-140KE"
"b0ad031a2cc78da25f7c6d83c1e92c082ec5b2a5";"H";"c4cb32e99ae3c6991711914d2e2fe7c1d9cb478a";0;"CDI";35;8073,2167;38;1;1;"f1c566704f3bcffa1a5a97379b82d1be471f1335";"Compta Finances";0;70;"2024-12-31";"40-49";"15-19";"Tps Complet";100;3067,822346;11141,039046;133692,468552;133692,468552;"120KE-140KE"
"e83dc1d778a033def317bf91c1bf7a9988b17b9c";"F";"3995425bf5f5a3c234d07e8a412b15f67996fbc6";0;"CDI";35;8056,5333;14;0;0;"95dda88bae6d204b60f30738c9d20aaad2241ddb";"Marketing";0;75;"2024-12-31";"40-49";"20-25";"Tps Complet";100;1127,9146620000001;9184,447962;110213,37554400001;110213,37554400001;"100KE-120KE"
"4f8a056eedd3039ea3ee810829fa044603c7d9ab";"F";"c1549c778fcd70b46c8db8ddc76a872043239973";0;"CDI";35;8056,5333;13;0;1;"e21d30fc29c7c38310b1b9c23590a18fd030f6f2";"Compta Finances";0;32;"2024-12-31";"50 et+";"10-14";"Tps Complet";100;1047,3493290000001;9103,882629;109246,591548;109246,591548;"100KE-120KE"
"b92149372c4fc2d28ac7cc39833fd2cd45dcbbd7";"F";"4d31ab8ae6d889f4adf6c378f84fb77d9d26ab57";0;"CDI";35;7942,7833;38;1;0;"78aef53da0b8d7a80656c80aa35ad6d410b7f068";"Commercial";0;78;"2024-12-31";"40-49";"10-14";"Tps Complet";100;3018,257654;10961,040954;131532,49144800002;131532,49144800002;"120KE-140KE"
"7843b5a5a05414e38217906b3ef4c8834e346432";"H";"603b702a22da1c70596b201219cd83e0d8ed874b";0;"CDI";35;7927,6167;32;1;0;"c23f7da7070511444ebc75875fd9d202b5dd13cf";"Commercial";1;42;"2024-12-31";"40-49";"10-14";"Tps Complet";100;2536,837344;10464,454044;125573,44852800001;125573,44852800001;"120KE-140KE"
"2a7217efb62b6d8103534145c733e9aa0d4954e5";"F";"2ca51353faf65408e6a98672c2e8676f13f5a5a1";0;"CDI";35;7898,8;35;0;0;"e897fca0b3c8ab2a2a6dfca6e49d92a8ba550aaa";"Compta Finances";1;65;"2024-12-31";"50 et+";"20-25";"Tps Complet";100;2764,58;10663,380000000001;127960,56000000001;127960,56000000001;"120KE-140KE"
"96a9fb0b0b507943393e78e19875caa3c6761bae";"F";"d5bec81da225dd37d0957a016015225938b0ebca";0;"CDI";35;7889,7;27;0;0;"764511f336b7016f7ef6bd6a2a6cbaf1462ed481";"Compta Finances";0;53;"2024-12-31";"30-39";"15-19";"Tps Complet";100;2130,219;10019,919;120239,02799999999;120239,02799999999;"120KE-140KE"
"3427dbfbb220bed16ca1597f99e7ce958b87ef0b";"F";"3dfcdff9530eb72f5ec4b4bdb390aac78ae31dee";0;"CDI";35;7877,5667;36;1;0;"e10a56ab25fd394c23841666e3fd1757ff59fc8a";"RH";0;63;"2024-12-31";"40-49";"20-25";"Tps Complet";100;2835,924012;10713,490712;128561,88854400002;128561,88854400002;"120KE-140KE"
"82d5059d65f47341762b4eda7404768881e7cb77";"H";"91f445984ae3b06450bb17d83a7c39aa6758dce5";0;"CDI";35;7753,2;21;1;0;"df7b599f0d9c7134988290d3d020f7c86664ae93";"Compta Finances";0;96;"2024-12-31";"40-49";"15-19";"Tps Complet";100;1628,1719999999998;9381,372;112576,46399999999;112576,46399999999;"100KE-120KE"
"797d561dc368554a6563cafc40998e1d1a2d4157";"H";"4a6f08a48b5e55fefb1adaa38b0f8767befdc39a";0;"CDI";35;7713,7667;23;1;0;"88fa002e88e316ecf07c85d241f1a23ccd54810d";"Commercial";1;31;"2024-12-31";"50 et+";"10-14";"Tps Complet";100;1774,166341;9487,933041;113855,196492;113855,196492;"100KE-120KE"
"aaf060614d16f8f7f16a95c884fec9437776bed7";"H";"d6ffe9a0fa846f9f76afcd2ccb228dae2f61989d";0;"CDI";35;7710,7333;27;0;0;"5d8b45c5920a4ae6b8956c42dcd24c7e655d0317";"RH";0;86;"2024-12-31";"30-39";"05-09";"Tps Complet";100;2081,8979910000003;9792,631291;117511,575492;117511,575492;"100KE-120KE"
"53b1f6c0f4ae0481fac30392886c09611641d7e0";"F";"adee8705a5fe9f70925748888a7d083cc096b7cf";0;"CDI";35;7687,9833;9;0;0;"7217175b09b728b6929e6da25c64746b6a9d7297";"RH";0;47;"2024-12-31";"40-49";"15-19";"Tps Complet";100;691,918497;8379,901797;100558,82156400001;100558,82156400001;"100KE-120KE"
"20254493a6d3316f1c6e86f27d2048dd6b493f89";"F";"15b412dc0a662796f026818a5e1bb4b3c7890be7";0;"CDI";35;7672,8167;37;1;1;"f5b7c2ab603729527be3f6a212c411bcaf06e4f7";"Consultant";0;77;"2024-12-31";"40-49";"-de 5";"Tps Complet";100;2838,942179;10511,758879;126141,10654800001;126141,10654800001;"120KE-140KE"
"20d5d8866508f4ff5488a89c0d64a69319235cec";"H";"2ce7758a42d5857d484bb4c641c404d745dfeb6d";0;"CDI";35;7654,6167;5;1;0;"1dadebb58d2197252e0bfecfa198f567f875083a";"Informatique";0;54;"2024-12-31";"40-49";"20-25";"Tps Complet";100;382,730835;8037,347535;96448,17042;96448,17042;"80KE-100KE"
"bdc683c0d008bb4db76934b62982b9f288819dfa";"F";"0d9ec22705e8f018268a27ebbf489de270580c1d";0;"CDI";35;7637,9333;21;1;0;"cb7710e4d7963a4b9df7bd948339fc4ab721c883";"RH";0;84;"2024-12-31";"50 et+";"05-09";"Tps Complet";100;1603,9659929999998;9241,899292999999;110902,79151599998;110902,79151599998;"100KE-120KE"
"3eef0a1b5ec03d9a6f62d1f6f869f18b18ae196a";"H";"c3b7cc637791d382fa7a4f934daa696a9c3edc65";0;"CDI";35;7637,9333;27;0;0;"ce12d708cfaad579c666e6de351bfbcff5c1e9a3";"Marketing";0;59;"2024-12-31";"30-39";"10-14";"Tps Complet";100;2062,241991;9700,175291;116402,103492;116402,103492;"100KE-120KE"
"42cd093d516852f9934cac623e17d10f62ccbdb7";"F";"0f6fe10dbab42a12ff58163d0f588bf51b8c7a26";0;"CDI";35;7601,5333;19;1;1;"90db4c034fdf9f384fce435b9f9b57de9906c45c";"Compta Finances";0;55;"2024-12-31";"40-49";"10-14";"Tps Complet";100;1444,2913270000001;9045,824627;108549,89552399999;108549,89552399999;"100KE-120KE"
"516f4d0512933627b1c969bd5c4b6a10f205f33e";"F";"55e7a3fe0fe2c901787d86a04d7ac271058aede0";0;"CDI";35;7496,8833;6;1;0;"4e8c362ea63773ebf696dc068dd4c96fee1b6bb9";"Commercial";0;77;"2024-12-31";"40-49";"20-25";"Tps Complet";100;449,812998;7946,696298000001;95360,355576;95360,355576;"80KE-100KE"
"68341d9d4e89372081a5ec1fe5d2eaa2adeec932";"F";"1c7da5f5398be4cc3ff2a29c65c19fdb99bb84b9";0;"CDI";35;7377,0667;17;1;0;"2ce6ddc84d93a3a1dcd84238cd67260bd7272e08";"Compta Finances";0;70;"2024-12-31";"50 et+";"05-09";"Tps Complet";100;1254,101339;8631,168039;103574,016468;103574,016468;"100KE-120KE"
"0fcacb76d41140c27c7efdec0fb7d3aacf64498b";"H";"7b582203e7166bdf9ee8ea479e5d3d3d4aa64160";0;"CDI";28;7358,8667;31;1;0;"89a70c9e9a51579a7afc940154fda92cb9e34041";"Marketing";0;17;"2024-12-31";"-de 30";"05-09";"Tps Partiel";80;2281,248677;9640,115377;115681,384524;144601,730655;"140KE-160KE"
"395c1fec4092868e4bb2688b4fa0c705bbe3e456";"F";"79fde5329ff246e19459337d5cedcf4dffdca106";0;"CDI";35;7308,8167;12;0;0;"0459d57d387c6d139f9bed0d0b10818fc73850e5";"Consultant";0;24;"2024-12-31";"30-39";"20-25";"Tps Complet";100;877,058004;8185,874704;98230,49644799999;98230,49644799999;"80KE-100KE"
"e501ded14334bc15092e5756bbc861a3eb629043";"F";"82fb1e367a197ac20a37431207b342218c04909f";0;"CDI";35;7304,2667;17;1;0;"4a68bf238bc0f5c253db5c3e544b53f300b954a5";"Consultant";0;34;"2024-12-31";"30-39";"05-09";"Tps Complet";100;1241,725339;8545,992039;102551,90446800001;102551,90446800001;"100KE-120KE"
"bee5ee931e9d2d68914e5a8ee6315e0073682b29";"H";"03964b42b010672ff49b1396ca3cf2b7a0191188";0;"CDI";28;7269,08;7;1;1;"0a16e203872bcacabe78d1385e9c7faf62c4c5be";"Consultant";0;5;"2024-12-31";"40-49";"05-09";"Tps Partiel";80;508,83560000000006;7777,9156;93334,9872;116668,734;"100KE-120KE"
"5c1ec341bf8d1b01ca10b8dbb40a8169f61bb8f6";"H";"630631f58a7011bc5171eface34a0bc2c3a33418";0;"CDI";35;7264,8333;31;0;0;"7aeac7cadded0458cdb30d967c7417ee46c505cd";"Marketing";0;64;"2024-12-31";"50 et+";"15-19";"Tps Complet";100;2252,098323;9516,931623;114203,179476;114203,179476;"100KE-120KE"
"168b913a9c88662d15df0b7cf1f6cab333f8755c";"H";"1441f94ba1ce32cc92751811b5ce560ec2c3ee22";0;"CDI";35;7263,3167;30;1;1;"4720b076892bb2fb65e75af902273c73a2967e4a";"RH";0;84;"2024-12-31";"50 et+";"10-14";"Tps Complet";100;2178,99501;9442,31171;113307,74051999999;113307,74051999999;"100KE-120KE"
"abfee8607a99e98649a651a40c33a90ba0cd23dc";"H";"26e25ae1f324176b659c476d1b0015bc26e7275e";0;"CDI";35;7185,9667;7;1;0;"5f66ffa0d783df84c67ba37533f91b9f3782a063";"Compta Finances";0;66;"2024-12-31";"50 et+";"05-09";"Tps Complet";100;503,01766900000007;7688,984369;92267,812428;92267,812428;"80KE-100KE"
"ca9af0ea1e39a9983f15133c687682041498eb1f";"H";"b5c57f74e991d8a9bf6cd4014edbc39b4b16b6e5";0;"CDI";35;7184,45;37;1;1;"9ab751fe3fe3a85f1ff10576a722069be9958997";"Marketing";0;54;"2024-12-31";"40-49";"20-25";"Tps Complet";100;2658,2464999999997;9842,6965;118112,35800000001;118112,35800000001;"100KE-120KE"
