STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,21.2765960693359,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,3.19148945808411,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,92.0212783813477,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,84.5744705200195,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,37.2340431213379,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,26.5957450866699,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,44.680850982666,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,36.7021293640137,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,85.638298034668,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,25.5319156646729,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,50.0,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,64.361701965332,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,70.7446823120117,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,43.0851058959961,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,38.8297882080078,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,84.5744705200195,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,90.4255294799805,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,71.2765960693359,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,79.7872314453125,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,11.702127456665,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,89.8936157226562,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,99.4680862426758,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,68.6170196533203,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,44.1489372253418,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,48.9361686706543,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,19.680850982666,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,0.0,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,11.1702127456665,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COK,Cook Islands,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),O,Missing value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,6.91489362716675,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,62.2340431213379,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CPV,Cabo Verde,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,82.4468078613281,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,72.3404235839844,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,54.2553176879883,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYM,Cayman Islands,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,70.7446823120117,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,60.1063842773438,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,87.7659606933594,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,92.0212783813477,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,35.1063842773438,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DMA,Dominica,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,70.7446823120117,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,97.8723373413086,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,45.2127647399902,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_WGI_PV_PER_RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,_T,Total,_T,All age ranges or no breakdown by age,_T,Total,PER_RANK,Percentile Rank,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,1996,5.31914901733398,WB_WGI,Worldwide Governance Indicators (WGI),0,Units,NUMBER,Number (real number),A,Normal value,PU,Public
